beginyear,medium,imageurl,decade,hex_color
1495,print,"https://api.nga.gov/iiif/427fe319-27b5-463b-9716-72ce5039a847/full/!200,200/0/default.jpg",1490,"199, 185, 164"
1470,sculpture,"https://api.nga.gov/iiif/807c1c2a-2f5b-4339-913b-f7123e952b23/full/!200,200/0/default.jpg",1470,"75, 55, 33"
1475,sculpture,"https://api.nga.gov/iiif/12d96f49-affe-43a1-8557-9e1c2879320f/full/!200,200/0/default.jpg",1470,"85, 70, 54"
1475,painting,"https://api.nga.gov/iiif/8297c11b-591d-4b1e-832b-ee2bb9bec53e/full/!200,200/0/default.jpg",1470,"89, 49, 31"
1450,sculpture,"https://api.nga.gov/iiif/cb2cf2c3-5fe3-4075-8ea6-1cbe14f0ebd5/full/!200,200/0/default.jpg",1450,"48, 38, 32"
1470,sculpture,"https://api.nga.gov/iiif/ffd48a0c-0104-404e-87fa-e01586d68208/full/!200,200/0/default.jpg",1470,"59, 42, 23"
1496,print,"https://api.nga.gov/iiif/ea446530-90ff-406b-a2e6-0bdb4a809af8/full/!200,200/0/default.jpg",1490,"218, 204, 184"
1446,sculpture,"https://api.nga.gov/iiif/869017ca-071c-44ec-84f2-d08f2b09513e/full/!200,200/0/default.jpg",1440,"47, 43, 38"
1450,print,"https://api.nga.gov/iiif/59e480a5-48ee-488e-ba9d-5cc4840f4541/full/!200,200/0/default.jpg",1450,"179, 166, 149"
1480,print,"https://api.nga.gov/iiif/cb930191-5481-47d0-b400-ab0708ad602a/full/!200,200/0/default.jpg",1480,"170, 138, 103"
1474,painting,"https://api.nga.gov/iiif/8f29e3c9-a289-4d53-abf0-31a66e9e98fa/full/!200,200/0/default.jpg",1470,"82, 72, 54"
1485,painting,"https://api.nga.gov/iiif/ffb111b5-5cc1-41f8-918f-c8a973709d0c/full/!200,200/0/default.jpg",1480,"112, 91, 76"
1441,sculpture,"https://api.nga.gov/iiif/7b4dae4a-d70a-4b04-851f-102be4b446a8/full/!200,200/0/default.jpg",1440,"50, 40, 31"
1490,print,"https://api.nga.gov/iiif/a91e8d26-f410-4704-8e16-96050dc6fe5e/full/!200,200/0/default.jpg",1490,"159, 141, 119"
1480,print,"https://api.nga.gov/iiif/2d58ef71-acfc-4bd2-abcf-3c06d88b4d90/full/!200,200/0/default.jpg",1480,"148, 136, 122"
1475,sculpture,"https://api.nga.gov/iiif/b7a38e72-bdf3-45fa-9fd1-97df21f18c8f/full/!200,200/0/default.jpg",1470,"66, 52, 40"
1470,sculpture,"https://api.nga.gov/iiif/7ca1a0d5-1603-40df-b781-5dfbbc476f5a/full/!200,200/0/default.jpg",1470,"52, 35, 20"
1470,sculpture,"https://api.nga.gov/iiif/1c36355b-ade6-4210-98b3-dccde7cbf89f/full/!200,200/0/default.jpg",1470,"46, 41, 37"
1470,sculpture,"https://api.nga.gov/iiif/1a7e79f0-728c-416e-8e2b-610b0d7b0898/full/!200,200/0/default.jpg",1470,"53, 41, 27"
1450,sculpture,"https://api.nga.gov/iiif/4429274c-919f-4618-9deb-a7ed6989f01f/full/!200,200/0/default.jpg",1450,"68, 57, 46"
1425,sculpture,"https://api.nga.gov/iiif/9e32853d-95d1-4e5c-9280-5dc41c32dc33/full/!200,200/0/default.jpg",1420,"49, 40, 31"
1496,drawing,"https://api.nga.gov/iiif/8221e632-6dc2-4a06-a100-9509d2f32555/full/!200,200/0/default.jpg",1490,"192, 170, 151"
1475,sculpture,"https://api.nga.gov/iiif/2dd7445f-136d-44da-ba44-70fdb269554c/full/!200,200/0/default.jpg",1470,"72, 57, 39"
1470,sculpture,"https://api.nga.gov/iiif/866bcb01-0f19-4ffd-a03f-2703cb37cde2/full/!200,200/0/default.jpg",1470,"60, 48, 36"
1485,sculpture,"https://api.nga.gov/iiif/45151047-f81f-4dee-93bb-ccd12697d17a/full/!200,200/0/default.jpg",1480,"60, 55, 48"
1489,print,"https://api.nga.gov/iiif/6dbf4146-9124-4b49-afeb-1396984ad6ee/full/!200,200/0/default.jpg",1480,"129, 117, 100"
1425,sculpture,"https://api.nga.gov/iiif/ea92ea72-d9df-4a78-93b6-66b694a27ea5/full/!200,200/0/default.jpg",1420,"154, 142, 129"
1440,sculpture,"https://api.nga.gov/iiif/6a574d46-2d7b-4ee2-a8d6-bfe67256eb07/full/!200,200/0/default.jpg",1440,"54, 47, 41"
1475,sculpture,"https://api.nga.gov/iiif/b56d1857-13d0-4022-a985-c7cdfd91f365/full/!200,200/0/default.jpg",1470,"60, 50, 37"
1495,drawing,"https://api.nga.gov/iiif/bbee3440-8836-4941-9133-fc5269c41634/full/!200,200/0/default.jpg",1490,"174, 159, 138"
1490,print,"https://api.nga.gov/iiif/e820ae1e-d4cc-4c34-a600-258966b5bcdc/full/!200,200/0/default.jpg",1490,"193, 177, 151"
1468,sculpture,"https://api.nga.gov/iiif/7544af6b-9285-476e-a065-19245858c612/full/!200,200/0/default.jpg",1460,"53, 43, 32"
1480,sculpture,"https://api.nga.gov/iiif/1b20f160-e70e-4d82-ba8f-8bc966593cac/full/!200,200/0/default.jpg",1480,"85, 75, 60"
1470,print,"https://api.nga.gov/iiif/06d64251-20d4-452f-8725-0cf500f9abcf/full/!200,200/0/default.jpg",1470,"203, 187, 160"
1491,sculpture,"https://api.nga.gov/iiif/b93ebc21-0779-4c22-81ef-6027725f8dba/full/!200,200/0/default.jpg",1490,"161, 160, 157"
1484,print,"https://api.nga.gov/iiif/136aea4f-71f9-4b89-9dfe-847c22720506/full/!200,200/0/default.jpg",1480,"189, 175, 155"
1480,print,"https://api.nga.gov/iiif/a722ae39-af79-4bca-9d61-fa9041c81d8e/full/!200,200/0/default.jpg",1480,"153, 138, 118"
1499,print,"https://api.nga.gov/iiif/0f4e1ab8-78d3-4246-934e-cd29afc3ce2b/full/!200,200/0/default.jpg",1490,"182, 165, 138"
1490,print,"https://api.nga.gov/iiif/3012a5fd-42af-4f2e-8656-aa72100ee863/full/!200,200/0/default.jpg",1490,"141, 130, 116"
1490,print,"https://api.nga.gov/iiif/a785be65-5805-4a23-89e0-a2abac77f752/full/!200,200/0/default.jpg",1490,"179, 155, 127"
1495,sculpture,"https://api.nga.gov/iiif/afba1b06-ea75-48f4-9811-5d9fd5e4eb9a/full/!200,200/0/default.jpg",1490,"49, 40, 31"
1483,drawing,"https://api.nga.gov/iiif/74737416-33d2-4964-bd92-a9649477c342/full/!200,200/0/default.jpg",1480,"201, 179, 143"
1475,sculpture,"https://api.nga.gov/iiif/56f477df-c4be-4c6a-b4f0-6f235014561f/full/!200,200/0/default.jpg",1470,"75, 55, 35"
1425,sculpture,"https://api.nga.gov/iiif/973bbe76-26dd-46d8-9200-91ca35dcff19/full/!200,200/0/default.jpg",1420,"111, 88, 56"
1445,sculpture,"https://api.nga.gov/iiif/58896b25-31a7-48f5-bb96-19c619f8ab3b/full/!200,200/0/default.jpg",1440,"51, 35, 24"
1470,painting,"https://api.nga.gov/iiif/411d388f-e778-47f8-a5e8-0c030fa03aaf/full/!200,200/0/default.jpg",1470,"129, 101, 66"
1497,drawing,"https://api.nga.gov/iiif/f22b6546-eab6-4b99-be15-8066150cf0da/full/!200,200/0/default.jpg",1490,"170, 142, 109"
1485,sculpture,"https://api.nga.gov/iiif/f5b75a28-091f-4146-81c1-41c46286ec60/full/!200,200/0/default.jpg",1480,"152, 137, 127"
1475,sculpture,"https://api.nga.gov/iiif/62e82af3-fb64-4bc5-8356-1267caf6d2b5/full/!200,200/0/default.jpg",1470,"81, 57, 34"
1490,print,"https://api.nga.gov/iiif/241e16a7-6769-4b6f-85e9-53e0856aa11c/full/!200,200/0/default.jpg",1490,"134, 124, 92"
1486,sculpture,"https://api.nga.gov/iiif/f527d7c9-cb31-4599-8c78-656b713c191c/full/!200,200/0/default.jpg",1480,"58, 48, 39"
1485,print,"https://api.nga.gov/iiif/3e9a998e-8f93-4f62-b506-d16f568b61b8/full/!200,200/0/default.jpg",1480,"162, 146, 115"
1475,sculpture,"https://api.nga.gov/iiif/c1b6591f-a427-4033-bbc8-667fbadc2707/full/!200,200/0/default.jpg",1470,"57, 48, 40"
1480,print,"https://api.nga.gov/iiif/b3d800f0-5556-408a-b1e5-d3d4e3a6d6c0/full/!200,200/0/default.jpg",1480,"194, 179, 154"
1480,sculpture,"https://api.nga.gov/iiif/cd966c79-c468-4559-927b-998d9b1e2c9a/full/!200,200/0/default.jpg",1480,"54, 45, 37"
1496,print,"https://api.nga.gov/iiif/679c6d4c-6602-4660-bacb-3544b4b53fd3/full/!200,200/0/default.jpg",1490,"158, 150, 129"
1499,print,"https://api.nga.gov/iiif/9b1365dc-613a-4a51-a591-6e3bf9da17f2/full/!200,200/0/default.jpg",1490,"176, 158, 133"
1480,sculpture,"https://api.nga.gov/iiif/b4044623-033b-499b-9b9f-4079d5a07e35/full/!200,200/0/default.jpg",1480,"99, 78, 52"
1475,sculpture,"https://api.nga.gov/iiif/2ee15142-1e01-4cf9-b83a-afdba0346f4b/full/!200,200/0/default.jpg",1470,"162, 151, 143"
1475,sculpture,"https://api.nga.gov/iiif/3417469d-1925-4b75-9f48-80f02fa9cdc9/full/!200,200/0/default.jpg",1470,"81, 62, 40"
1496,sculpture,"https://api.nga.gov/iiif/280e208a-70ce-4cea-ad32-f20537c61bf8/full/!200,200/0/default.jpg",1490,"76, 57, 40"
1483,drawing,"https://api.nga.gov/iiif/74737416-33d2-4964-bd92-a9649477c342/full/!200,200/0/default.jpg",1480,"201, 179, 143"
1455,sculpture,"https://api.nga.gov/iiif/c5a099be-df5b-49e1-92e9-c6ac86008d11/full/!200,200/0/default.jpg",1450,"54, 42, 31"
1480,print,"https://api.nga.gov/iiif/2a403092-6540-4ddc-845a-dfad82137b8b/full/!200,200/0/default.jpg",1480,"211, 196, 171"
1465,print,"https://api.nga.gov/iiif/418b2bf0-bda5-4f90-a64c-ca8fd82abeb3/full/!200,200/0/default.jpg",1460,"181, 168, 148"
1491,painting,"https://api.nga.gov/iiif/64271c45-2acc-4011-a59f-0b79efc613db/full/!200,200/0/default.jpg",1490,"126, 109, 88"
1425,sculpture,"https://api.nga.gov/iiif/63fee1cb-27e9-4ade-b921-36e1aeaa9e68/full/!200,200/0/default.jpg",1420,"50, 37, 27"
1498,print,"https://api.nga.gov/iiif/ef4ef203-9603-4e11-b528-9563ba3f74fb/full/!200,200/0/default.jpg",1490,"138, 128, 116"
1495,sculpture,"https://api.nga.gov/iiif/465ad0e7-ef7d-4578-ad16-96fc0cf67c6b/full/!200,200/0/default.jpg",1490,"73, 62, 51"
1490,sculpture,"https://api.nga.gov/iiif/f354b351-b3dc-4cb9-bfdc-d42513a7c65d/full/!200,200/0/default.jpg",1490,"65, 54, 44"
1460,print,"https://api.nga.gov/iiif/15df55a8-9276-433e-a128-a28e86c14b07/full/!200,200/0/default.jpg",1460,"168, 149, 108"
1475,sculpture,"https://api.nga.gov/iiif/be862717-1a40-47d0-b62f-8cb36576aa3f/full/!200,200/0/default.jpg",1470,"60, 47, 37"
1470,sculpture,"https://api.nga.gov/iiif/1667a1e4-b675-4857-831d-1add5c80008a/full/!200,200/0/default.jpg",1470,"59, 57, 52"
1473,painting,"https://api.nga.gov/iiif/a34b93be-3903-47a5-a8ea-4915003a7ac4/full/!200,200/0/default.jpg",1470,"148, 112, 75"
1496,print,"https://api.nga.gov/iiif/e133ded8-77a1-4586-b016-564b278ccf4c/full/!200,200/0/default.jpg",1490,"180, 161, 136"
1475,sculpture,"https://api.nga.gov/iiif/b525be74-dd73-440e-954d-c8d4647b5f50/full/!200,200/0/default.jpg",1470,"48, 45, 43"
1465,print,"https://api.nga.gov/iiif/81442a0e-d8d7-46f0-a1f3-979aeeff0eb0/full/!200,200/0/default.jpg",1460,"185, 171, 151"
1470,print,"https://api.nga.gov/iiif/26863945-8173-48a3-81e3-05bdbb63404e/full/!200,200/0/default.jpg",1470,"158, 143, 106"
1470,print,"https://api.nga.gov/iiif/90f98992-42e5-4393-abf1-d3c963850b5a/full/!200,200/0/default.jpg",1470,"178, 161, 137"
1442,print,"https://api.nga.gov/iiif/3a16c0d6-3a16-475c-af7a-5d1bd668043a/full/!200,200/0/default.jpg",1440,"180, 169, 154"
1450,drawing,"https://api.nga.gov/iiif/57970568-f5a4-40ef-a653-ea54703e4c69/full/!200,200/0/default.jpg",1450,"139, 122, 97"
1480,print,"https://api.nga.gov/iiif/84288bb0-eb01-4126-9c38-400117bf887b/full/!200,200/0/default.jpg",1480,"170, 157, 140"
1484,sculpture,"https://api.nga.gov/iiif/aae07f8a-d3d4-4256-a13d-e1b488694fda/full/!200,200/0/default.jpg",1480,"69, 51, 32"
1475,print,"https://api.nga.gov/iiif/e5f5c632-189d-4c4e-a8a0-d760f75cf613/full/!200,200/0/default.jpg",1470,"172, 154, 129"
1480,print,"https://api.nga.gov/iiif/244d1131-42ca-4495-995b-1d6c56814f1a/full/!200,200/0/default.jpg",1480,"173, 156, 136"
1462,sculpture,"https://api.nga.gov/iiif/cff91406-dbd0-40ca-b3af-e7bf3e7b25fc/full/!200,200/0/default.jpg",1460,"90, 64, 48"
1475,sculpture,"https://api.nga.gov/iiif/00d6f221-c269-44b4-9ad6-670c24bb1abc/full/!200,200/0/default.jpg",1470,"39, 33, 29"
1476,print,"https://api.nga.gov/iiif/38dc4dd9-baf7-4bb6-88ca-41daf04e7b4e/full/!200,200/0/default.jpg",1470,"181, 168, 147"
1498,print,"https://api.nga.gov/iiif/0a2fce4a-5873-40f4-ac8d-950e4470e5c5/full/!200,200/0/default.jpg",1490,"181, 166, 143"
1488,sculpture,"https://api.nga.gov/iiif/98b82e4a-43ea-47c1-ac21-4a4e192a2601/full/!200,200/0/default.jpg",1480,"64, 51, 33"
1460,print,"https://api.nga.gov/iiif/fe9bf3d7-c495-427e-b5b2-266f8a652977/full/!200,200/0/default.jpg",1460,"165, 142, 104"
1475,sculpture,"https://api.nga.gov/iiif/d8cdb475-9d1d-4451-b093-d18e9c3475bf/full/!200,200/0/default.jpg",1470,"70, 55, 40"
1496,print,"https://api.nga.gov/iiif/e133ded8-77a1-4586-b016-564b278ccf4c/full/!200,200/0/default.jpg",1490,"180, 161, 136"
1484,sculpture,"https://api.nga.gov/iiif/266a9fc5-0e5e-4296-b5ba-81d00e1b238b/full/!200,200/0/default.jpg",1480,"163, 147, 127"
1450,sculpture,"https://api.nga.gov/iiif/f9461f8e-74cf-4a70-a161-d3ac9278e190/full/!200,200/0/default.jpg",1450,"143, 139, 133"
1468,sculpture,"https://api.nga.gov/iiif/b79e21f7-369e-4938-8cca-032ef9c3dd52/full/!200,200/0/default.jpg",1460,"88, 58, 35"
1499,sculpture,"https://api.nga.gov/iiif/9fe8deb0-d414-4a85-9575-5070b7db0024/full/!200,200/0/default.jpg",1490,"51, 45, 38"
1478,sculpture,"https://api.nga.gov/iiif/ccff09fd-9970-4f56-bfbd-c75494a2f5f8/full/!200,200/0/default.jpg",1470,"40, 34, 30"
1473,sculpture,"https://api.nga.gov/iiif/405240ff-1d3c-4045-af30-a492f236a8be/full/!200,200/0/default.jpg",1470,"51, 47, 41"
1475,sculpture,"https://api.nga.gov/iiif/37603545-af45-4b0c-a589-b0997a7f2f3d/full/!200,200/0/default.jpg",1470,"178, 170, 160"
1450,drawing,"https://api.nga.gov/iiif/57970568-f5a4-40ef-a653-ea54703e4c69/full/!200,200/0/default.jpg",1450,"139, 122, 97"
1438,sculpture,"https://api.nga.gov/iiif/4df64e76-3914-49ea-800d-cc3a34f9150a/full/!200,200/0/default.jpg",1430,"65, 58, 50"
1470,print,"https://api.nga.gov/iiif/92ecc3e7-6b4c-4b71-9e8f-de58669d5d87/full/!200,200/0/default.jpg",1470,"169, 156, 137"
1475,sculpture,"https://api.nga.gov/iiif/356e7f55-795d-47d8-8fbe-40bbd2fb1e97/full/!200,200/0/default.jpg",1470,"90, 69, 45"
1450,print,"https://api.nga.gov/iiif/31cc2803-399c-4d38-881a-a2dcf26bf1be/full/!200,200/0/default.jpg",1450,"143, 113, 85"
1440,print,"https://api.nga.gov/iiif/da60102a-330c-457e-9209-ee5767d55425/full/!200,200/0/default.jpg",1440,"186, 168, 145"
1450,decorative art,"https://api.nga.gov/iiif/5df8bf44-8b6f-47cc-870e-58af236c0992/full/!200,200/0/default.jpg",1450,"162, 161, 159"
1470,painting,"https://api.nga.gov/iiif/244fe732-1479-4963-a716-ab62b8ac4879/full/!200,200/0/default.jpg",1470,"151, 127, 86"
1481,print,"https://api.nga.gov/iiif/3d139f00-d291-4179-b4c7-6260cccb6a5d/full/!200,200/0/default.jpg",1480,"200, 182, 154"
1475,sculpture,"https://api.nga.gov/iiif/21dcbae5-b32a-490a-b2a0-dc72b279dd14/full/!200,200/0/default.jpg",1470,"48, 45, 43"
1480,print,"https://api.nga.gov/iiif/84288bb0-eb01-4126-9c38-400117bf887b/full/!200,200/0/default.jpg",1480,"170, 157, 140"
1490,print,"https://api.nga.gov/iiif/9bb30752-afe4-4520-99b3-1bb2770e1571/full/!200,200/0/default.jpg",1490,"173, 154, 130"
1476,drawing,"https://api.nga.gov/iiif/9a595512-f402-46e0-9cc1-abb99cec76c0/full/!200,200/0/default.jpg",1470,"162, 136, 104"
1468,sculpture,"https://api.nga.gov/iiif/40542c88-9dd3-477b-b9cf-8aca5c88829a/full/!200,200/0/default.jpg",1460,"74, 54, 38"
1450,sculpture,"https://api.nga.gov/iiif/4780fcb6-2fa0-472d-a63a-f7ea987ed0cb/full/!200,200/0/default.jpg",1450,"52, 50, 47"
1435,sculpture,"https://api.nga.gov/iiif/9967c727-c6d8-4d8a-af01-540cc2d3d31c/full/!200,200/0/default.jpg",1430,"42, 38, 33"
1480,sculpture,"https://api.nga.gov/iiif/8d079940-02a5-423b-a6e6-70ce4c36c0ae/full/!200,200/0/default.jpg",1480,"62, 53, 40"
1480,print,"https://api.nga.gov/iiif/f70f6831-e1e2-4201-8fb2-fa89c2a34090/full/!200,200/0/default.jpg",1480,"190, 166, 126"
1493,drawing,"https://api.nga.gov/iiif/0af7e654-c583-47a0-b80b-26b30c44255b/full/!200,200/0/default.jpg",1490,"188, 162, 129"
1470,print,"https://api.nga.gov/iiif/4b34614d-2e30-4f96-be0f-4ff61a23d39b/full/!200,200/0/default.jpg",1470,"154, 140, 122"
1475,sculpture,"https://api.nga.gov/iiif/65e84ae6-c754-4830-af71-9d8a5764a83e/full/!200,200/0/default.jpg",1470,"73, 60, 47"
1470,sculpture,"https://api.nga.gov/iiif/4adaae9b-cf23-4deb-8679-4b6d681c2602/full/!200,200/0/default.jpg",1470,"67, 58, 48"
1475,sculpture,"https://api.nga.gov/iiif/5c3c67ae-a22b-4a01-9657-21ef3a9bdafe/full/!200,200/0/default.jpg",1470,"75, 56, 40"
1475,sculpture,"https://api.nga.gov/iiif/9f9e5e7c-3a18-475e-89af-5b4a30fcf781/full/!200,200/0/default.jpg",1470,"206, 205, 204"
1485,drawing,"https://api.nga.gov/iiif/4ba9dd47-3f06-44e5-ab70-89983f0fee8b/full/!200,200/0/default.jpg",1480,"235, 216, 180"
1425,sculpture,"https://api.nga.gov/iiif/f3f9f495-29c2-4743-939f-95989e0e42e1/full/!200,200/0/default.jpg",1420,"60, 51, 43"
1450,sculpture,"https://api.nga.gov/iiif/c8c99710-fd91-4cc6-adad-ebc03e04e975/full/!200,200/0/default.jpg",1450,"47, 43, 38"
1453,print,"https://api.nga.gov/iiif/92741193-9e29-4a2d-b479-5a570bc8f060/full/!200,200/0/default.jpg",1450,"137, 123, 107"
1475,sculpture,"https://api.nga.gov/iiif/7e1b3b87-2065-455a-aa9a-de4ca8d41f95/full/!200,200/0/default.jpg",1470,"121, 108, 88"
1475,sculpture,"https://api.nga.gov/iiif/620a5d8d-1f45-48c5-ba2b-cd257a80c68e/full/!200,200/0/default.jpg",1470,"64, 48, 33"
1480,print,"https://api.nga.gov/iiif/8f1fb01a-b3a1-49a0-9889-335a1aa781e9/full/!200,200/0/default.jpg",1480,"131, 122, 111"
1465,print,"https://api.nga.gov/iiif/8b08df4f-d945-4d1a-b3b9-44467189960c/full/!200,200/0/default.jpg",1460,"182, 166, 143"
1454,sculpture,"https://api.nga.gov/iiif/32578261-8699-4ffd-9c07-41019fb74414/full/!200,200/0/default.jpg",1450,"54, 46, 37"
1470,sculpture,"https://api.nga.gov/iiif/842e2fc0-81e2-481b-995c-719097ac9506/full/!200,200/0/default.jpg",1470,"68, 60, 48"
1471,print,"https://api.nga.gov/iiif/58929e92-3f16-4552-938d-6342f4345456/full/!200,200/0/default.jpg",1470,"145, 130, 109"
1475,sculpture,"https://api.nga.gov/iiif/be862717-1a40-47d0-b62f-8cb36576aa3f/full/!200,200/0/default.jpg",1470,"60, 47, 37"
1480,sculpture,"https://api.nga.gov/iiif/759a5974-4fee-4e53-9333-07b3ba548f25/full/!200,200/0/default.jpg",1480,"67, 48, 32"
1470,sculpture,"https://api.nga.gov/iiif/35a347a2-b229-4317-a297-ea36cec4ff53/full/!200,200/0/default.jpg",1470,"49, 36, 25"
1460,print,"https://api.nga.gov/iiif/50f417c9-7958-4d68-9ed9-b93c1929ad1c/full/!200,200/0/default.jpg",1460,"198, 164, 114"
1460,print,"https://api.nga.gov/iiif/daaee85c-388d-4754-a30a-f372a0487ea1/full/!200,200/0/default.jpg",1460,"151, 131, 99"
1480,sculpture,"https://api.nga.gov/iiif/1595ea1a-2edb-4ffc-bcd2-0a1980bad4ab/full/!200,200/0/default.jpg",1480,"50, 38, 26"
1480,sculpture,"https://api.nga.gov/iiif/25ff18be-9cc4-4ad1-bb09-3a8bd2dfc7c7/full/!200,200/0/default.jpg",1480,"88, 70, 43"
1485,print,"https://api.nga.gov/iiif/53e0b6e7-e019-4aa4-ae3a-61108ebda2a6/full/!200,200/0/default.jpg",1480,"163, 154, 141"
1475,sculpture,"https://api.nga.gov/iiif/b525be74-dd73-440e-954d-c8d4647b5f50/full/!200,200/0/default.jpg",1470,"48, 45, 43"
1475,sculpture,"https://api.nga.gov/iiif/e143954d-846c-44de-8428-4cf752f4c6bf/full/!200,200/0/default.jpg",1470,"43, 37, 26"
1490,painting,"https://api.nga.gov/iiif/530f9ddd-be0e-4a5e-9c81-95af7fa67587/full/!200,200/0/default.jpg",1490,"130, 80, 58"
1425,painting,"https://api.nga.gov/iiif/25b31b7c-4edd-4b43-9bb8-c0497aed8a4d/full/!200,200/0/default.jpg",1420,"107, 83, 64"
1470,print,"https://api.nga.gov/iiif/3984acea-499f-4a8d-8445-319bd5010def/full/!200,200/0/default.jpg",1470,"187, 175, 158"
1490,print,"https://api.nga.gov/iiif/1398e4b0-2ecd-4da7-bc07-e7c67969b374/full/!200,200/0/default.jpg",1490,"166, 136, 105"
1450,sculpture,"https://api.nga.gov/iiif/09ae204b-bec2-4979-83e6-2a5c2058a8df/full/!200,200/0/default.jpg",1450,"63, 48, 30"
1450,print,"https://api.nga.gov/iiif/bcb3a7e2-7806-4009-9363-2d2eb87d2f59/full/!200,200/0/default.jpg",1450,"176, 137, 93"
1472,print,"https://api.nga.gov/iiif/83147a65-ac94-4458-99cf-ad05e72262a5/full/!200,200/0/default.jpg",1470,"195, 183, 167"
1499,sculpture,"https://api.nga.gov/iiif/4a92c579-2fc0-4d27-960f-c6706d1790c7/full/!200,200/0/default.jpg",1490,"79, 72, 63"
1430,drawing,"https://api.nga.gov/iiif/36c914f5-8fef-4c76-ab62-62d432ada785/full/!200,200/0/default.jpg",1430,"214, 194, 175"
1480,print,"https://api.nga.gov/iiif/1bec4756-9763-4b33-a3d6-33b9ea0df84d/full/!200,200/0/default.jpg",1480,"182, 170, 152"
1481,print,"https://api.nga.gov/iiif/ca812feb-5ee8-4289-8797-a795fdfea463/full/!200,200/0/default.jpg",1480,"196, 179, 152"
1480,print,"https://api.nga.gov/iiif/c32dec97-8524-466e-9175-15d6e3e4855c/full/!200,200/0/default.jpg",1480,"204, 186, 157"
1457,print,"https://api.nga.gov/iiif/aefde1a8-f16e-4ab5-8f7b-a29798662e41/full/!200,200/0/default.jpg",1450,"139, 120, 97"
1453,sculpture,"https://api.nga.gov/iiif/b5c1b336-aace-4228-933f-47d1f3860d60/full/!200,200/0/default.jpg",1450,"55, 52, 46"
1475,sculpture,"https://api.nga.gov/iiif/21dcbae5-b32a-490a-b2a0-dc72b279dd14/full/!200,200/0/default.jpg",1470,"48, 45, 43"
1478,painting,"https://api.nga.gov/iiif/6ef2731f-05c7-422c-be03-c49b37112e66/full/!200,200/0/default.jpg",1470,"104, 66, 51"
1480,print,"https://api.nga.gov/iiif/db6738c9-bfdb-44f1-82b4-a42c45df90c1/full/!200,200/0/default.jpg",1480,"172, 150, 117"
1480,print,"https://api.nga.gov/iiif/dc9021d7-2761-431f-bc74-54946b122a43/full/!200,200/0/default.jpg",1480,"135, 117, 93"
1425,sculpture,"https://api.nga.gov/iiif/8453523b-24e5-42ff-9275-bc2ec774ae45/full/!200,200/0/default.jpg",1420,"39, 30, 22"
1470,print,"https://api.nga.gov/iiif/cfbaf822-ef7f-4411-9fab-19fc3f354d10/full/!200,200/0/default.jpg",1470,"133, 121, 98"
1470,sculpture,"https://api.nga.gov/iiif/807c1c2a-2f5b-4339-913b-f7123e952b23/full/!200,200/0/default.jpg",1470,"75, 55, 33"
