beginyear,medium,imageurl,decade,hex_color
1480,print,"https://api.nga.gov/iiif/33dcb7a5-9e85-4c3e-b25c-8ae649da653d/full/!200,200/0/default.jpg",1480,"210, 196, 172"
1450,sculpture,"https://api.nga.gov/iiif/7745025b-2efe-4619-a19b-45086321c2fa/full/!200,200/0/default.jpg",1450,"45, 39, 33"
1455,painting,"https://api.nga.gov/iiif/7270e9fe-1183-4441-a661-cbd826c7e8ec/full/!200,200/0/default.jpg",1450,"77, 52, 39"
1472,sculpture,"https://api.nga.gov/iiif/113df526-bd30-48f2-b249-4f13d30dca68/full/!200,200/0/default.jpg",1470,"53, 44, 39"
1472,sculpture,"https://api.nga.gov/iiif/377be3eb-4144-4fee-b8f0-550b454331be/full/!200,200/0/default.jpg",1470,"72, 59, 47"
1470,sculpture,"https://api.nga.gov/iiif/c324b426-56d2-4dbf-b16d-c7b6fd41ed4c/full/!200,200/0/default.jpg",1470,"48, 39, 28"
1480,print,"https://api.nga.gov/iiif/dc86a8fb-14d8-4f52-8aec-d8c41eb739f8/full/!200,200/0/default.jpg",1480,"172, 152, 119"
1465,print,"https://api.nga.gov/iiif/087e82a6-a1e4-4d9f-92ae-d901a3077d23/full/!200,200/0/default.jpg",1460,"153, 144, 129"
1442,print,"https://api.nga.gov/iiif/547c84a9-2a00-4841-b5b3-40371c98f5c0/full/!200,200/0/default.jpg",1440,"203, 186, 163"
1450,sculpture,"https://api.nga.gov/iiif/1de0f062-238a-4524-8612-e774922f0ff8/full/!200,200/0/default.jpg",1450,"67, 54, 44"
1490,painting,"https://api.nga.gov/iiif/530f9ddd-be0e-4a5e-9c81-95af7fa67587/full/!200,200/0/default.jpg",1490,"130, 80, 58"
1472,print,"https://api.nga.gov/iiif/84358d66-a5ca-4f69-9f9e-6c772acb6686/full/!200,200/0/default.jpg",1470,"187, 173, 149"
1450,sculpture,"https://api.nga.gov/iiif/780974c4-9090-42b7-ba70-7fcff62774d7/full/!200,200/0/default.jpg",1450,"47, 37, 28"
1475,sculpture,"https://api.nga.gov/iiif/0543c934-8ac6-408e-9187-05db28f9921e/full/!200,200/0/default.jpg",1470,"78, 68, 61"
1472,print,"https://api.nga.gov/iiif/573adcc3-55da-4842-bcd1-e33d748a6ebe/full/!200,200/0/default.jpg",1470,"168, 153, 134"
1495,print,"https://api.nga.gov/iiif/593a24ea-ce23-400b-9cdb-4f36c55cc65c/full/!200,200/0/default.jpg",1490,"169, 154, 134"
1480,print,"https://api.nga.gov/iiif/c5668564-3b81-4626-a78c-10268fda8364/full/!200,200/0/default.jpg",1480,"204, 189, 165"
1490,painting,"https://api.nga.gov/iiif/596dbe75-d5d5-4b89-a983-3ac25fec0c01/full/!200,200/0/default.jpg",1490,"112, 93, 81"
1457,sculpture,"https://api.nga.gov/iiif/bba4328d-33b7-4947-a164-118af07d1e5a/full/!200,200/0/default.jpg",1450,"59, 48, 40"
1450,sculpture,"https://api.nga.gov/iiif/ffb696b4-f556-4c73-b3e7-94ad5a79e79a/full/!200,200/0/default.jpg",1450,"63, 50, 38"
1430,drawing,"https://api.nga.gov/iiif/21154a85-2f87-4d27-8721-4cd74714fffe/full/!200,200/0/default.jpg",1430,"160, 143, 125"
1420,sculpture,"https://api.nga.gov/iiif/a38a16f5-4b41-4fa5-8fd1-f43bfadcdc0a/full/!200,200/0/default.jpg",1420,"48, 39, 33"
1490,painting,"https://api.nga.gov/iiif/d03d911a-9d6d-4eb5-ab44-298db3d40c10/full/!200,200/0/default.jpg",1490,"141, 103, 58"
1490,painting,"https://api.nga.gov/iiif/39eccc24-0e44-4e47-bbc2-24d5cacd4417/full/!200,200/0/default.jpg",1490,"102, 94, 70"
1425,sculpture,"https://api.nga.gov/iiif/5271678f-864d-4620-8ffa-16324facf7f5/full/!200,200/0/default.jpg",1420,"86, 70, 50"
1470,sculpture,"https://api.nga.gov/iiif/a6f20d0f-6223-46fd-8df0-01945a503852/full/!200,200/0/default.jpg",1470,"79, 70, 60"
1435,sculpture,"https://api.nga.gov/iiif/b149dc57-1dca-4b3f-900b-1865dfa4f50a/full/!200,200/0/default.jpg",1430,"127, 111, 86"
1490,sculpture,"https://api.nga.gov/iiif/9a134e37-ebaa-4e8c-9de3-ee0937b72ab9/full/!200,200/0/default.jpg",1490,"69, 54, 43"
1465,print,"https://api.nga.gov/iiif/8cb34450-e20e-4150-8123-32e5fa9ce531/full/!200,200/0/default.jpg",1460,"164, 145, 120"
1453,sculpture,"https://api.nga.gov/iiif/122a9539-078f-4dba-bbab-a1bfb926edd9/full/!200,200/0/default.jpg",1450,"39, 35, 29"
1475,print,"https://api.nga.gov/iiif/c466bc19-6313-49c5-8d04-5d2b864a70a2/full/!200,200/0/default.jpg",1470,"167, 153, 134"
1481,sculpture,"https://api.nga.gov/iiif/efee6502-8b2d-45d4-923a-0242278eecf6/full/!200,200/0/default.jpg",1480,"62, 47, 35"
1490,painting,"https://api.nga.gov/iiif/596dbe75-d5d5-4b89-a983-3ac25fec0c01/full/!200,200/0/default.jpg",1490,"112, 93, 81"
1475,sculpture,"https://api.nga.gov/iiif/d4e8dc56-f039-49c2-a2bf-c8b614bd98bf/full/!200,200/0/default.jpg",1470,"79, 64, 46"
1480,print,"https://api.nga.gov/iiif/9332a33e-3a4a-40d6-89eb-59616235cdef/full/!200,200/0/default.jpg",1480,"116, 104, 91"
1440,print,"https://api.nga.gov/iiif/8bcfc6ac-17ae-497b-979e-08ca1906985e/full/!200,200/0/default.jpg",1440,"173, 155, 129"
1485,sculpture,"https://api.nga.gov/iiif/f5b75a28-091f-4146-81c1-41c46286ec60/full/!200,200/0/default.jpg",1480,"152, 137, 127"
1490,painting,"https://api.nga.gov/iiif/8d4d3401-5d6a-4ab1-9542-6d2886519a29/full/!200,200/0/default.jpg",1490,"158, 138, 78"
1482,print,"https://api.nga.gov/iiif/4733fef9-55f8-4ee0-8d6c-2373371bde14/full/!200,200/0/default.jpg",1480,"155, 134, 108"
1496,sculpture,"https://api.nga.gov/iiif/2899b7bf-cc16-4d3b-90a3-f92a0514b8c0/full/!200,200/0/default.jpg",1490,"81, 66, 54"
1480,print,"https://api.nga.gov/iiif/42ab33c0-34c2-4974-ab17-8e2c9049b564/full/!200,200/0/default.jpg",1480,"151, 138, 121"
1495,print,"https://api.nga.gov/iiif/593a24ea-ce23-400b-9cdb-4f36c55cc65c/full/!200,200/0/default.jpg",1490,"169, 154, 134"
1475,sculpture,"https://api.nga.gov/iiif/98d2e9d8-b6d8-45b6-8a14-ed69564e48f3/full/!200,200/0/default.jpg",1470,"58, 50, 39"
1479,sculpture,"https://api.nga.gov/iiif/8b374f3a-6e05-4135-8667-a2891c57b1e8/full/!200,200/0/default.jpg",1470,"42, 38, 33"
1480,print,"https://api.nga.gov/iiif/952af36c-cc16-45b0-89bc-1f8ae50e7521/full/!200,200/0/default.jpg",1480,"168, 154, 135"
1475,sculpture,"https://api.nga.gov/iiif/7319a99c-a468-47a1-b7a6-16ae535ec3dd/full/!200,200/0/default.jpg",1470,"62, 48, 33"
1435,sculpture,"https://api.nga.gov/iiif/9fd0dc33-cca7-4821-8519-40c47ec08d19/full/!200,200/0/default.jpg",1430,"53, 47, 41"
1449,sculpture,"https://api.nga.gov/iiif/51454f61-36c4-4043-8a2c-9c763eaf685c/full/!200,200/0/default.jpg",1440,"58, 46, 37"
1446,sculpture,"https://api.nga.gov/iiif/95a9479b-3e1d-4a5b-b83d-7f94f629286b/full/!200,200/0/default.jpg",1440,"81, 58, 39"
1465,print,"https://api.nga.gov/iiif/9908ab66-c1f0-4c34-baf1-a61a3184ef9b/full/!200,200/0/default.jpg",1460,"170, 157, 138"
1496,drawing,"https://api.nga.gov/iiif/8221e632-6dc2-4a06-a100-9509d2f32555/full/!200,200/0/default.jpg",1490,"192, 170, 151"
1470,sculpture,"https://api.nga.gov/iiif/f0533f98-7252-441b-8d35-64d13a3756b4/full/!200,200/0/default.jpg",1470,"39, 31, 24"
1498,print,"https://api.nga.gov/iiif/bbf30601-a25d-4bc9-9563-4696748f740e/full/!200,200/0/default.jpg",1490,"160, 149, 136"
1450,sculpture,"https://api.nga.gov/iiif/ce6c6c47-dde5-4251-9ed5-42abcbbe29b0/full/!200,200/0/default.jpg",1450,"38, 30, 28"
1460,sculpture,"https://api.nga.gov/iiif/9fd91e3d-c54e-405f-b64f-f44e691a5c32/full/!200,200/0/default.jpg",1460,"83, 78, 72"
1450,print,"https://api.nga.gov/iiif/add7427c-4669-448f-b906-195d6cc988fb/full/!200,200/0/default.jpg",1450,"182, 168, 148"
1490,print,"https://api.nga.gov/iiif/58ce7617-15a9-4692-a818-5d408234a6a9/full/!200,200/0/default.jpg",1490,"166, 131, 92"
1450,print,"https://api.nga.gov/iiif/9b15e962-e1ce-4d92-a832-cc6e89dcbed3/full/!200,200/0/default.jpg",1450,"180, 156, 117"
1466,sculpture,"https://api.nga.gov/iiif/29c06c8f-342f-4d1b-af4d-9cf735c37cee/full/!200,200/0/default.jpg",1460,"46, 45, 39"
1475,sculpture,"https://api.nga.gov/iiif/ed3acf04-8718-4bca-8cf3-6fdc20cc9a77/full/!200,200/0/default.jpg",1470,"68, 51, 37"
1425,print,"https://api.nga.gov/iiif/e1efc273-ffac-4372-b154-9de9517bc3ab/full/!200,200/0/default.jpg",1420,"193, 165, 121"
1495,sculpture,"https://api.nga.gov/iiif/745663a1-155e-4dfc-a7c6-f3c9e4d87c23/full/!200,200/0/default.jpg",1490,"58, 46, 30"
1475,sculpture,"https://api.nga.gov/iiif/579eb502-3e61-4155-a045-631cbe35c452/full/!200,200/0/default.jpg",1470,"76, 64, 43"
1486,print,"https://api.nga.gov/iiif/fdd1b0f2-2081-4dd9-81ef-846ebe729b27/full/!200,200/0/default.jpg",1480,"185, 169, 142"
1465,print,"https://api.nga.gov/iiif/6bc94bf0-14a8-4e7e-bb4e-622d8eda0c1b/full/!200,200/0/default.jpg",1460,"168, 154, 135"
1470,sculpture,"https://api.nga.gov/iiif/bfccd3fe-d051-41a4-98bb-7857fb5281de/full/!200,200/0/default.jpg",1470,"73, 55, 33"
1450,print,"https://api.nga.gov/iiif/32ca0a44-98b6-46eb-9637-a46912d83402/full/!200,200/0/default.jpg",1450,"163, 137, 97"
1450,sculpture,"https://api.nga.gov/iiif/0015b53c-3543-4782-9072-6a9b8da8f918/full/!200,200/0/default.jpg",1450,"60, 49, 36"
1490,print,"https://api.nga.gov/iiif/9e2f6925-c875-4706-add5-29a64cbc6177/full/!200,200/0/default.jpg",1490,"137, 129, 120"
1472,drawing,"https://api.nga.gov/iiif/97ba78d8-57b8-405a-bf55-887a05362fb0/full/!200,200/0/default.jpg",1470,"184, 153, 142"
1475,sculpture,"https://api.nga.gov/iiif/30aefe84-dd88-4a34-ab47-f13726822174/full/!200,200/0/default.jpg",1470,"57, 43, 27"
1497,print,"https://api.nga.gov/iiif/bcb6f78b-d289-4716-9a4c-214c491cf337/full/!200,200/0/default.jpg",1490,"195, 171, 138"
1496,painting,"https://api.nga.gov/iiif/878db7e6-10ae-4cae-ba5d-6d6f5c413ae8/full/!200,200/0/default.jpg",1490,"91, 83, 68"
1410,sculpture,"https://api.nga.gov/iiif/01cf86c5-af78-4f1c-a060-fb7d204aaaf8/full/!200,200/0/default.jpg",1410,"68, 58, 49"
1450,sculpture,"https://api.nga.gov/iiif/f9461f8e-74cf-4a70-a161-d3ac9278e190/full/!200,200/0/default.jpg",1450,"143, 139, 133"
1440,print,"https://api.nga.gov/iiif/5bfed2b8-5333-42e3-88af-8a1ec4fa8b99/full/!200,200/0/default.jpg",1440,"202, 182, 154"
1494,sculpture,"https://api.nga.gov/iiif/5d0d44c8-d3e9-47ba-8d5d-0cbdc20996f6/full/!200,200/0/default.jpg",1490,"48, 38, 29"
1475,sculpture,"https://api.nga.gov/iiif/827f951e-6f06-4651-be8f-e9db82948401/full/!200,200/0/default.jpg",1470,"47, 41, 34"
1489,sculpture,"https://api.nga.gov/iiif/72366b36-fbb0-4c3b-b37d-64b4252046c0/full/!200,200/0/default.jpg",1480,"54, 47, 39"
1495,sculpture,"https://api.nga.gov/iiif/0c2d1ed3-a464-4403-99b7-d3bb2014d5e1/full/!200,200/0/default.jpg",1490,"68, 57, 47"
1490,print,"https://api.nga.gov/iiif/a785be65-5805-4a23-89e0-a2abac77f752/full/!200,200/0/default.jpg",1490,"179, 155, 127"
1475,print,"https://api.nga.gov/iiif/d007beb1-e63e-4eeb-9fec-eacb709ad413/full/!200,200/0/default.jpg",1470,"196, 184, 166"
1472,print,"https://api.nga.gov/iiif/048c15df-4cf3-47f9-b94a-91b0efa68c1a/full/!200,200/0/default.jpg",1470,"188, 173, 152"
1450,sculpture,"https://api.nga.gov/iiif/bdd3e1ce-13d1-42bf-ab88-a1e2b74e86c6/full/!200,200/0/default.jpg",1450,"79, 58, 45"
1468,sculpture,"https://api.nga.gov/iiif/dd5a1356-a434-4f60-8c1c-bc560bf875d2/full/!200,200/0/default.jpg",1460,"62, 51, 42"
1480,decorative art,"https://api.nga.gov/iiif/693b67b6-bdfd-40e8-ae25-17e27f2cfafa/full/!200,200/0/default.jpg",1480,"165, 161, 156"
1425,print,"https://api.nga.gov/iiif/3e15ec77-6646-46a1-843f-a188f3b4f307/full/!200,200/0/default.jpg",1420,"194, 173, 128"
1475,painting,"https://api.nga.gov/iiif/bfb0a807-b4bd-467a-b4ab-532d8898057b/full/!200,200/0/default.jpg",1470,"85, 78, 52"
1430,painting,"https://api.nga.gov/iiif/25119c6b-17c0-4daa-8589-dfcf2d041b4f/full/!200,200/0/default.jpg",1430,"95, 49, 18"
1465,print,"https://api.nga.gov/iiif/2b46ae95-f36f-4f7d-9c07-542318b0f908/full/!200,200/0/default.jpg",1460,"175, 161, 141"
1480,print,"https://api.nga.gov/iiif/ebcd2bd5-010c-4d69-8dd7-3e7bd29a2655/full/!200,200/0/default.jpg",1480,"144, 103, 78"
1475,sculpture,"https://api.nga.gov/iiif/e2f004cf-1a3e-42fb-876d-74956f8b8de2/full/!200,200/0/default.jpg",1470,"191, 183, 178"
1496,print,"https://api.nga.gov/iiif/122cc71d-a688-4511-80cc-4d692f37e767/full/!200,200/0/default.jpg",1490,"159, 148, 136"
1425,sculpture,"https://api.nga.gov/iiif/51df24ff-331c-422d-a4d3-fe40ef04948c/full/!200,200/0/default.jpg",1420,"43, 35, 28"
1475,sculpture,"https://api.nga.gov/iiif/4fe27dc9-e4c8-4b91-9196-e97b5b207c01/full/!200,200/0/default.jpg",1470,"44, 38, 34"
1492,sculpture,"https://api.nga.gov/iiif/23f95e8c-6b31-46de-9462-6b2efa379a86/full/!200,200/0/default.jpg",1490,"38, 33, 28"
1472,print,"https://api.nga.gov/iiif/84358d66-a5ca-4f69-9f9e-6c772acb6686/full/!200,200/0/default.jpg",1470,"187, 173, 149"
1430,painting,"https://api.nga.gov/iiif/6cdc6222-4662-4ae2-8609-7ccbb695f0fa/full/!200,200/0/default.jpg",1430,"170, 141, 107"
1485,drawing,"https://api.nga.gov/iiif/640a76fa-1a2a-473a-a90e-793992aed546/full/!200,200/0/default.jpg",1480,"183, 151, 119"
1492,sculpture,"https://api.nga.gov/iiif/3c86ff27-e858-4d22-8d63-52afba6bdb2e/full/!200,200/0/default.jpg",1490,"71, 52, 39"
1475,sculpture,"https://api.nga.gov/iiif/18bbdee8-5681-4a0e-b6de-f4f6d5855aad/full/!200,200/0/default.jpg",1470,"43, 34, 28"
1465,print,"https://api.nga.gov/iiif/a9f1cfea-032d-4e8d-afa6-bf7eca024640/full/!200,200/0/default.jpg",1460,"177, 161, 137"
1477,sculpture,"https://api.nga.gov/iiif/415a689c-ff10-42df-9c97-940d2088a558/full/!200,200/0/default.jpg",1470,"76, 57, 37"
1450,sculpture,"https://api.nga.gov/iiif/0b8db265-0648-4e30-9950-5f0399813abe/full/!200,200/0/default.jpg",1450,"76, 71, 67"
1456,sculpture,"https://api.nga.gov/iiif/fbb16e5d-6f33-400c-bca2-be2c5af2f658/full/!200,200/0/default.jpg",1450,"78, 59, 38"
1480,sculpture,"https://api.nga.gov/iiif/f19c14a3-38fd-4aa6-a8db-8cb65d817e56/full/!200,200/0/default.jpg",1480,"44, 34, 24"
1440,print,"https://api.nga.gov/iiif/720cc87c-bbcf-45b5-8c06-7d87a10b0454/full/!200,200/0/default.jpg",1440,"172, 156, 137"
1470,sculpture,"https://api.nga.gov/iiif/b821549e-87d0-4a90-a630-54f9257341b7/full/!200,200/0/default.jpg",1470,"141, 138, 132"
1472,print,"https://api.nga.gov/iiif/26aff60b-1e37-404f-881b-b170bb947d4f/full/!200,200/0/default.jpg",1470,"197, 179, 154"
1477,print,"https://api.nga.gov/iiif/5a7fb9b8-b6ad-4c15-8e88-6ee16fb6505d/full/!200,200/0/default.jpg",1470,"166, 149, 124"
1475,painting,"https://api.nga.gov/iiif/f0155917-ea57-444f-b3ed-d798b9dd942d/full/!200,200/0/default.jpg",1470,"128, 116, 104"
1470,sculpture,"https://api.nga.gov/iiif/c7da0e70-18c9-459e-8122-122a7f35edf2/full/!200,200/0/default.jpg",1470,"55, 45, 33"
1470,print,"https://api.nga.gov/iiif/35613ecb-2b7b-469f-acea-a297b0cd8b51/full/!200,200/0/default.jpg",1470,"212, 194, 167"
1499,print,"https://api.nga.gov/iiif/abdce38d-cb7d-44a3-9727-7a8cf89a6571/full/!200,200/0/default.jpg",1490,"124, 115, 103"
1480,print,"https://api.nga.gov/iiif/14a3f228-3852-4cbc-a33e-5b8f17f7eca5/full/!200,200/0/default.jpg",1480,"191, 149, 114"
1472,drawing,"https://api.nga.gov/iiif/d9d6db01-d478-4e41-b976-dc77224a0af4/full/!200,200/0/default.jpg",1470,"195, 184, 164"
1480,print,"https://api.nga.gov/iiif/d1985ee3-c284-484c-a1b7-5370fba0882f/full/!200,200/0/default.jpg",1480,"163, 146, 121"
1495,sculpture,"https://api.nga.gov/iiif/bfcb5a34-285f-4b32-beba-556789a09710/full/!200,200/0/default.jpg",1490,"72, 55, 43"
1415,painting,"https://api.nga.gov/iiif/1632458b-c6b1-43f5-802d-db2f6cb1fe03/full/!200,200/0/default.jpg",1410,"192, 157, 122"
1470,sculpture,"https://api.nga.gov/iiif/b53ba8ca-41a9-48e7-be4f-65047ecf7170/full/!200,200/0/default.jpg",1470,"48, 42, 37"
1477,sculpture,"https://api.nga.gov/iiif/e052e262-dec1-48b2-908b-bac5a11045d3/full/!200,200/0/default.jpg",1470,"80, 59, 37"
1486,sculpture,"https://api.nga.gov/iiif/527c3343-9475-4323-9c46-b3f547684611/full/!200,200/0/default.jpg",1480,"40, 36, 31"
1463,sculpture,"https://api.nga.gov/iiif/d63c0a3d-cece-4aa3-bd47-f520e5bf370c/full/!200,200/0/default.jpg",1460,"71, 66, 58"
1425,print,"https://api.nga.gov/iiif/e3c77e33-1da3-4900-ab2d-41ecd590b65c/full/!200,200/0/default.jpg",1420,"199, 172, 127"
1456,sculpture,"https://api.nga.gov/iiif/f25ed8ee-67a1-4e33-b136-160f6e2484e1/full/!200,200/0/default.jpg",1450,"69, 55, 42"
1463,sculpture,"https://api.nga.gov/iiif/7414156b-455a-4a1c-accc-daa0ad6e020d/full/!200,200/0/default.jpg",1460,"60, 48, 37"
1440,print,"https://api.nga.gov/iiif/71e0f5f8-3a92-4a64-bd18-994803f95c35/full/!200,200/0/default.jpg",1440,"172, 151, 127"
1493,print,"https://api.nga.gov/iiif/04785203-a661-49a8-9c4d-118f18895bd3/full/!200,200/0/default.jpg",1490,"130, 119, 106"
1480,print,"https://api.nga.gov/iiif/e0aaa423-66da-42b5-ac13-3d48ac72071b/full/!200,200/0/default.jpg",1480,"180, 165, 143"
1470,sculpture,"https://api.nga.gov/iiif/0be5a4fa-e717-4ba4-a8ef-ddabbc7b62d5/full/!200,200/0/default.jpg",1470,"45, 40, 34"
1480,print,"https://api.nga.gov/iiif/241a40b1-9819-4baa-96e3-7fd95cfdb4dc/full/!200,200/0/default.jpg",1480,"185, 169, 148"
1460,sculpture,"https://api.nga.gov/iiif/418ddb0e-1b52-4682-a51b-0d7d540bfde3/full/!200,200/0/default.jpg",1460,"137, 130, 120"
1445,sculpture,"https://api.nga.gov/iiif/22d19ed2-68ac-4aba-a17e-73937255b3d2/full/!200,200/0/default.jpg",1440,"47, 44, 42"
1475,sculpture,"https://api.nga.gov/iiif/da9df55d-4d52-4085-8754-6f17f3aceede/full/!200,200/0/default.jpg",1470,"52, 47, 44"
1495,print,"https://api.nga.gov/iiif/ba8e400b-6191-4b7a-88d8-3e5a1fe3a621/full/!200,200/0/default.jpg",1490,"185, 163, 134"
1450,painting,"https://api.nga.gov/iiif/c215e277-6a1a-4b25-8d0a-2bfa4db13d6a/full/!200,200/0/default.jpg",1450,"95, 31, 12"
1430,drawing,"https://api.nga.gov/iiif/f952d30a-ca0c-4f50-8796-e980e6e51db6/full/!200,200/0/default.jpg",1430,"178, 165, 152"
1486,sculpture,"https://api.nga.gov/iiif/be5f59ea-37a4-40cc-a285-d73d901c7a54/full/!200,200/0/default.jpg",1480,"45, 35, 28"
1432,painting,"https://api.nga.gov/iiif/f7d5354b-f6bc-44a3-8403-07f609a4c743/full/!200,200/0/default.jpg",1430,"102, 93, 74"
1496,drawing,"https://api.nga.gov/iiif/f000c65b-0cdb-4662-b7f7-dea3b06ce72a/full/!200,200/0/default.jpg",1490,"188, 175, 154"
1488,print,"https://api.nga.gov/iiif/f6a7e1af-48d6-4e0f-8745-abfd15bba5ad/full/!200,200/0/default.jpg",1480,"159, 146, 128"
1460,sculpture,"https://api.nga.gov/iiif/b62d804b-60c7-4272-827c-1bf61ffffc1d/full/!200,200/0/default.jpg",1460,"142, 127, 108"
1475,sculpture,"https://api.nga.gov/iiif/f8cb4690-edcd-4e6f-95fc-f7017ca6c3e5/full/!200,200/0/default.jpg",1470,"64, 43, 26"
1465,sculpture,"https://api.nga.gov/iiif/6faf145b-d87b-4a73-9d37-3a4f63996402/full/!200,200/0/default.jpg",1460,"65, 60, 51"
1480,print,"https://api.nga.gov/iiif/89588e4e-c8cd-442b-9043-45a11128b076/full/!200,200/0/default.jpg",1480,"130, 119, 102"
1477,sculpture,"https://api.nga.gov/iiif/415a689c-ff10-42df-9c97-940d2088a558/full/!200,200/0/default.jpg",1470,"76, 57, 37"
1489,sculpture,"https://api.nga.gov/iiif/53fcea1e-5eeb-4f80-9fe8-3d70d2a290ad/full/!200,200/0/default.jpg",1480,"54, 46, 36"
1460,print,"https://api.nga.gov/iiif/50f417c9-7958-4d68-9ed9-b93c1929ad1c/full/!200,200/0/default.jpg",1460,"198, 164, 114"
1465,drawing,"https://api.nga.gov/iiif/44f364bf-6db5-42f0-b8e2-2a6bcd2de1d9/full/!200,200/0/default.jpg",1460,"199, 178, 150"
1460,print,"https://api.nga.gov/iiif/d07bf080-f5d3-4792-8f88-c9dabdf208f3/full/!200,200/0/default.jpg",1460,"157, 139, 104"
1450,sculpture,"https://api.nga.gov/iiif/9672875f-ff64-4ac0-ad79-b26374218d0a/full/!200,200/0/default.jpg",1450,"44, 37, 25"
1480,print,"https://api.nga.gov/iiif/47bcd7e5-81e5-41b6-a0d0-37e84dd19491/full/!200,200/0/default.jpg",1480,"125, 143, 134"
1425,sculpture,"https://api.nga.gov/iiif/c2e34566-de95-4390-8e42-b9d7787d493e/full/!200,200/0/default.jpg",1420,"168, 168, 167"
1479,print,"https://api.nga.gov/iiif/63d0b364-5f70-41ff-a3b9-5b6a6b656e36/full/!200,200/0/default.jpg",1470,"195, 152, 109"
1425,sculpture,"https://api.nga.gov/iiif/779bc096-271e-46b1-9578-d4a6608911d6/full/!200,200/0/default.jpg",1420,"56, 48, 39"
1480,sculpture,"https://api.nga.gov/iiif/b855f09b-e3cd-4588-9e81-d4a1ee26b532/full/!200,200/0/default.jpg",1480,"54, 44, 32"
1446,sculpture,"https://api.nga.gov/iiif/ac1606c0-d857-47cd-95e9-820e7fe4c579/full/!200,200/0/default.jpg",1440,"60, 53, 42"
1450,sculpture,"https://api.nga.gov/iiif/da60a64d-a8c4-4c90-b26e-70074ad2727d/full/!200,200/0/default.jpg",1450,"55, 45, 35"
1460,sculpture,"https://api.nga.gov/iiif/d9633d4e-06e3-41a3-acac-3b11338cb511/full/!200,200/0/default.jpg",1460,"69, 58, 46"
1450,sculpture,"https://api.nga.gov/iiif/40edcd6c-0c4e-4791-a57f-12c7fbbb71fa/full/!200,200/0/default.jpg",1450,"37, 35, 30"
1473,sculpture,"https://api.nga.gov/iiif/6b3715d3-0d43-413d-9c45-41b4befa019d/full/!200,200/0/default.jpg",1470,"59, 55, 47"
1470,sculpture,"https://api.nga.gov/iiif/b41c3c15-1b1b-4774-b819-11258546b442/full/!200,200/0/default.jpg",1470,"56, 49, 39"
1496,sculpture,"https://api.nga.gov/iiif/280e208a-70ce-4cea-ad32-f20537c61bf8/full/!200,200/0/default.jpg",1490,"76, 57, 40"
1475,sculpture,"https://api.nga.gov/iiif/0543c934-8ac6-408e-9187-05db28f9921e/full/!200,200/0/default.jpg",1470,"78, 68, 61"
1450,print,"https://api.nga.gov/iiif/d88b5268-d3ed-4611-8ae3-1dd55a531599/full/!200,200/0/default.jpg",1450,"190, 167, 135"
1445,print,"https://api.nga.gov/iiif/e9ee798a-01ca-4748-886f-d9a655e344f3/full/!200,200/0/default.jpg",1440,"174, 154, 127"
1480,print,"https://api.nga.gov/iiif/8d8694b6-d4aa-43f4-b831-f0581dbef690/full/!200,200/0/default.jpg",1480,"194, 168, 136"